1310,A,Recommendations,"['data structures', 'greedy', 'sortings']",1700
1307,G,Cow and Exercise,"['flows', 'graphs', 'shortest paths']",3100
1307,F,Cow and Vacation,"['dfs and similar', 'dsu', 'trees']",3300
1307,E,Cow and Treats,"['binary search', 'combinatorics', 'dp', 'greedy', 'implementation', 'math']",2500
1307,D,Cow and Fields,"['binary search', 'data structures', 'dfs and similar', 'graphs', 'greedy', 'shortest paths', 'sortings']",1900
1307,C,Cow and Message,"['brute force', 'dp', 'math', 'strings']",1500
1307,B,Cow and Friend,"['geometry', 'greedy', 'math']",1300
1307,A,Cow and Haybales,"['greedy', 'implementation']",800
1305,H,Kuroni the Private Tutor,"['binary search', 'greedy']",3500
1305,G,Kuroni and Antihype,"['bitmasks', 'brute force', 'dp', 'dsu', 'graphs']",3500
1305,F,Kuroni and the Punishment,"['math', 'number theory', 'probabilities']",2500
1305,E,Kuroni and the Score Distribution,"['constructive algorithms', 'greedy', 'implementation', 'math']",2200
1305,D,Kuroni and the Celebration,"['constructive algorithms', 'dfs and similar', 'interactive', 'trees']",1900
1305,C,Kuroni and Impossible Calculation,"['brute force', 'combinatorics', 'math', 'number theory']",1600
1305,B,Kuroni and Simple Strings,"['constructive algorithms', 'greedy', 'strings', 'two pointers']",1200
1305,A,Kuroni and the Gifts,"['brute force', 'constructive algorithms', 'greedy', 'sortings']",800
1304,F2,Animal Observation (hard version),"['data structures', 'dp', 'greedy']",2400
1304,F1,Animal Observation (easy version),"['data structures', 'dp']",2300
1304,E,1-Trees and Queries,"['data structures', 'dfs and similar', 'shortest paths', 'trees']",2000
1304,D,Shortest and Longest LIS,"['constructive algorithms', 'graphs', 'greedy', 'two pointers']",1800
1304,C,Air Conditioner,"['dp', 'greedy', 'implementation', 'sortings', 'two pointers']",1500
1304,B,Longest Palindrome,"['brute force', 'constructive algorithms', 'greedy', 'implementation', 'strings']",1100
1304,A,Two Rabbits,['math'],800
1303,G,Sum of Prefix Sums,"['data structures', 'divide and conquer', 'geometry', 'trees']",2700
1303,F,Number of Components,"['dsu', 'implementation']",2800
1303,E,Erase Subsequences,"['dp', 'strings']",2200
1303,D,Fill The Bag,"['bitmasks', 'greedy']",1900
1303,C,Perfect Keyboard,"['dfs and similar', 'greedy', 'implementation']",1600
1303,B,National Project,['math'],1400
1303,A,Erasing Zeroes,"['implementation', 'strings']",800
1301,F,Super Jaber,"['dfs and similar', 'graphs', 'implementation', 'shortest paths']",2600
1301,E,Nanosoft,"['binary search', 'data structures', 'dp', 'implementation']",2500
1301,D,Time to Run,"['constructive algorithms', 'graphs', 'implementation']",2000
1301,C,Ayoub's function,"['binary search', 'combinatorics', 'greedy', 'math', 'strings']",1700
1301,B,Motarack's Birthday,"['binary search', 'greedy', 'ternary search']",1500
1301,A,Three Strings,"['implementation', 'strings']",800
1300,B,Assigning to Classes,"['greedy', 'implementation', 'sortings']",1000
1300,A,Non-zero,"['implementation', 'math']",800
1299,E,So Mean,"['interactive', 'math']",3400
1299,D,Around the World,"['bitmasks', 'combinatorics', 'dfs and similar', 'dp', 'graphs', 'graphs', 'math', 'trees']",3000
1299,C,Water Balance,"['data structures', 'geometry', 'greedy']",2100
1299,B,Aerodynamic,['geometry'],1800
1299,A,Anu Has a Function,"['brute force', 'greedy', 'math']",1500
1296,F,Berland Beauty,"['constructive algorithms', 'dfs and similar', 'greedy', 'sortings', 'trees']",2100
1296,E2,String Coloring (hard version),"['data structures', 'dp']",2000
1296,E1,String Coloring (easy version),"['constructive algorithms', 'dp', 'graphs', 'greedy', 'sortings']",1800
1296,D,Fight with Monsters,"['greedy', 'sortings']",1500
1296,C,Yet Another Walking Robot,"['data structures', 'implementation']",1500
1296,B,Food Buying,['math'],900
1296,A,Array with Odd Sum,['math'],800
1295,F,Good Contest,"['combinatorics', 'dp', 'probabilities']",2700
1295,E,Permutation Separation,"['data structures', 'divide and conquer']",2200
1295,D,Same GCDs,"['math', 'number theory']",1800
1295,C,Obtain The String,"['dp', 'greedy', 'strings']",1600
1295,B,Infinite Prefixes,"['math', 'strings']",1700
1295,A,Display The Number,['greedy'],900
1294,F,Three Paths on a Tree,"['dfs and similar', 'dp', 'greedy', 'trees']",2000
1294,E,Obtain a Permutation,"['greedy', 'implementation', 'math']",1900
1294,D,MEX maximizing,"['data structures', 'greedy', 'implementation', 'math']",1600
1294,C,Product of Three Numbers,"['greedy', 'math', 'number theory']",1300
1294,B,Collecting Packages,"['implementation', 'sortings']",1200
1294,A,Collecting Coins,['math'],800
1293,B,JOE is on TV!,"['combinatorics', 'greedy', 'math']",1000
1293,A,ConneR and the A.R.C. Markland-N,"['binary search', 'brute force', 'implementation']",1100
1292,F,Nora's Toy Boxes,"['bitmasks', 'combinatorics', 'dp']",3500
1292,E,Rin and The Unknown Flower,"['constructive algorithms', 'greedy', 'interactive', 'math']",3500
1292,D,Chaotic V.,"['dp', 'graphs', 'greedy', 'math', 'number theory', 'trees']",2700
1292,C,Xenon's Attack on the Gangs,"['combinatorics', 'dfs and similar', 'dp', 'greedy', 'trees']",2300
1292,B,Aroma's Search,"['brute force', 'constructive algorithms', 'geometry', 'greedy', 'implementation']",1700
1292,A,NEKO's Maze Game,"['data structures', 'dsu', 'implementation']",1400
1291,F,Coffee Varieties (easy version),"['graphs', 'interactive']",2800
1291,B,Array Sharpening,"['greedy', 'implementation']",1300
1291,A,Even But Not Even,"['greedy', 'math', 'strings']",900
1290,F,Making Shapes,['dp'],3500
1290,E,Cartesian Tree ,['data structures'],3300
1290,D,Coffee Varieties (hard version),"['constructive algorithms', 'graphs', 'interactive']",3000
1290,C,Prefix Enlightenment,"['dfs and similar', 'dsu', 'graphs']",2400
1290,B,Irreducible Anagrams,"['binary search', 'constructive algorithms', 'data structures', 'strings', 'two pointers']",1800
1290,A,Mind Control,"['brute force', 'data structures', 'implementation']",1600
1288,F,Red-Blue Graph,"['constructive algorithms', 'flows']",2900
1288,E,Messenger Simulator,['data structures'],2000
1288,D,Minimax Problem,"['binary search', 'bitmasks', 'dp']",2000
1288,C,Two Arrays,"['combinatorics', 'dp']",1600
1288,B,Yet Another Meme Problem,['math'],1100
1288,A,Deadline,"['binary search', 'brute force', 'math', 'ternary search']",1100
1287,B,Hyperset,"['brute force', 'data structures', 'implementation']",1500
1287,A,Angry Students,"['greedy', 'implementation']",800
1286,F,Harry The Potter,"['brute force', 'constructive algorithms', 'dp', 'fft', 'implementation', 'math']",3100
1286,E,Fedya the Potter Strikes Back,"['data structures', 'strings']",3200
1286,D,LCC,"['data structures', 'math', 'matrices', 'probabilities']",3100
1286,C2,Madhouse (Hard version),"['brute force', 'constructive algorithms', 'hashing', 'interactive', 'math']",2800
1286,C1,Madhouse (Easy version),"['brute force', 'constructive algorithms', 'interactive', 'math']",2400
1286,B,Numbers on Tree,"['constructive algorithms', 'data structures', 'dfs and similar', 'graphs', 'greedy', 'trees']",1800
1286,A,Garland,"['dp', 'greedy', 'sortings']",1800
1285,F,Classical?,"['binary search', 'combinatorics', 'number theory']",2900
1285,E,Delete a Segment,"['brute force', 'constructive algorithms', 'data structures', 'dp', 'graphs', 'sortings', 'trees', 'two pointers']",2300
1285,D,Dr. Evil Underscores,"['bitmasks', 'brute force', 'dfs and similar', 'divide and conquer', 'dp', 'greedy', 'strings', 'trees']",1900
1285,C,Fadi and LCM,"['brute force', 'math', 'number theory']",1400
1285,B,Just Eat It!,"['dp', 'greedy', 'implementation']",1300
1285,A,Mezo Playing Zoma,['math'],800
1284,G,Seollal,['graphs'],3300
1284,F,New Year and Social Network,"['data structures', 'graph matchings', 'graphs', 'math', 'trees']",3200
1284,E,New Year and Castle Construction,"['combinatorics', 'geometry', 'math', 'sortings']",2500
1284,D,New Year and Conference,"['binary search', 'data structures', 'hashing', 'sortings']",2100
1284,C,New Year and Permutation,"['combinatorics', 'math']",1600
1284,B,New Year and Ascent Sequence,"['binary search', 'combinatorics', 'data structures', 'dp', 'implementation', 'sortings']",1400
1284,A,New Year and Naming,"['implementation', 'strings']",800
1283,F,DIY Garland,"['constructive algorithms', 'greedy', 'trees']",2200
1283,E,New Year Parties,"['dp', 'greedy']",1800
1283,D,Christmas Trees,"['graphs', 'greedy', 'shortest paths']",1800
1283,C,Friends and Gifts,"['constructive algorithms', 'data structures', 'math']",1500
1283,B,Candies Division,['math'],900
1283,A,Minutes Before the New Year,['math'],800
1282,E,The Cake Is a Lie,"['constructive algorithms', 'data structures', 'dfs and similar', 'graphs']",2400
1282,D,Enchanted Artifact,"['constructive algorithms', 'interactive', 'strings']",2300
1282,C,Petya and Exam,"['greedy', 'sortings', 'two pointers']",1800
1282,B2,K for the Price of One (Hard Version),"['dp', 'greedy', 'sortings']",1600
1282,B1,K for the Price of One (Easy Version),"['dp', 'greedy', 'sortings']",1400
1282,A,Temporarily unavailable,"['implementation', 'math']",900
1281,B,Azamon Web Services,['greedy'],1600
1281,A,Suffix Three,['implementation'],800
1280,F,Intergalactic Sliding Puzzle,"['combinatorics', 'constructive algorithms', 'math']",3400
1280,E,Kirchhoff's Current Loss,['math'],2900
1280,D,Miss Punyverse,"['dp', 'greedy', 'trees']",2500
1280,C,Jeremy Bearimy,"['dfs and similar', 'graphs', 'greedy', 'trees']",2000
1280,B,Beingawesomeism,"['implementation', 'math']",1800
1280,A,Cut and Paste,"['implementation', 'math']",1700
1279,F,New Year and Handle Change,"['binary search', 'dp']",2800
1279,E,New Year Permutations,"['combinatorics', 'dp']",2700
1279,D,Santa's Bot,"['combinatorics', 'math', 'probabilities']",1700
1279,C,Stack of Presents,"['data structures', 'implementation']",1400
1279,B,Verse For Santa,"['binary search', 'brute force', 'implementation']",1300
1279,A,New Year Garland,['math'],900
1278,F,Cards,"['combinatorics', 'dp', 'math', 'number theory', 'probabilities']",2600
1278,E,Tests for problem D,"['constructive algorithms', 'dfs and similar', 'divide and conquer', 'trees']",2200
1278,D,Segment Tree,"['data structures', 'dsu', 'graphs', 'trees']",2100
1278,C,Berry Jam,"['data structures', 'dp', 'greedy', 'implementation']",1700
1278,B,A and B,"['greedy', 'math']",1500
1278,A,Shuffle Hashing,"['brute force', 'implementation', 'strings']",1000
1277,D,Let's Play the Words?,"['data structures', 'hashing', 'implementation', 'math']",1900
1277,B,Make Them Odd,"['greedy', 'number theory']",1200
1277,A,"Happy Birthday, Polycarp!",['implementation'],1000
1276,F,Asterisk Substrings,['string suffix structures'],3400
1276,E,Four Stones,['constructive algorithms'],3500
1276,D,Tree Elimination,"['dp', 'trees']",2900
1276,C,Beautiful Rectangle,"['brute force', 'combinatorics', 'constructive algorithms', 'data structures', 'greedy', 'math']",2300
1276,B,Two Fairs,"['combinatorics', 'dfs and similar', 'dsu', 'graphs']",1900
1276,A,As Simple as One and Two,"['dp', 'greedy']",1400
1272,F,Two Bracket Sequences,"['dp', 'strings', 'two pointers']",2200
1272,E,Nearest Opposite Parity,"['dfs and similar', 'graphs', 'shortest paths']",1900
1272,D,Remove One Element,"['brute force', 'dp']",1500
1272,C,Yet Another Broken Keyboard,"['combinatorics', 'dp', 'implementation']",1200
1272,B,Snow Walking Robot,"['constructive algorithms', 'greedy', 'implementation']",1200
1272,A,Three Friends,"['brute force', 'greedy', 'math', 'sortings']",900
1271,F,Divide The Students,['brute force'],2700
1271,E,Common Number,"['binary search', 'combinatorics', 'dp', 'math']",2100
1271,D,Portals,"['data structures', 'dp', 'greedy', 'implementation', 'sortings']",2100
1271,C,Shawarma Tent,"['brute force', 'geometry', 'greedy', 'implementation']",1300
1271,B,Blocks,"['greedy', 'math']",1300
1271,A,Suits,"['brute force', 'greedy', 'math']",800
1270,I,Xor on Figures,"['constructive algorithms', 'fft', 'math']",3500
1270,H,Number of Components,['data structures'],3300
1270,G,Subset with Zero Sum,"['constructive algorithms', 'dfs and similar', 'graphs', 'math']",2700
1270,F,Awesome Substrings,"['math', 'strings']",2600
1270,E,Divide Points,"['constructive algorithms', 'geometry', 'math']",2300
1270,D,Strange Device,"['constructive algorithms', 'interactive', 'math', 'sortings']",1900
1270,C,Make Good,"['bitmasks', 'constructive algorithms', 'math']",1400
1270,B,Interesting Subarray,"['constructive algorithms', 'greedy', 'math']",1200
1270,A,Card Game,"['games', 'greedy', 'math']",800
1269,B,Modulo Equality,"['brute force', 'sortings']",1500
1269,A,Equation,"['brute force', 'math']",800
1268,E,Happy Cactus,['dp'],3400
1268,D,Invertation in Tournament,"['brute force', 'divide and conquer', 'graphs', 'math']",3200
1268,C,K Integers,"['binary search', 'data structures']",2300
1268,B,Domino for Young,"['dp', 'greedy', 'math']",2000
1268,A,Long Beautiful Integer,"['constructive algorithms', 'greedy', 'implementation', 'strings']",1700
1267,L,Lexicography,"['constructive algorithms', 'strings']",1800
1267,K,Key Storage,"['combinatorics', 'math']",2100
1267,J,Just Arrange the Icons,"['greedy', 'implementation', 'math']",1800
1267,I,Intriguing Selection,"['brute force', 'constructive algorithms', 'implementation', 'interactive', 'sortings']",2600
1267,H,Help BerLine,['constructive algorithms'],3200
1267,G,Game Relics,"['math', 'probabilities']",3000
1267,F,Foolprüf Security,['graphs'],2600
1267,E,Elections,['greedy'],1700
1267,D,DevOps Best Practices,['constructive algorithms'],2800
1267,C,Cactus Revenge,['constructive algorithms'],3500
1267,B,Balls of Buma,[],900
1267,A,Apprentice Learning Trajectory,[],2400
1266,H,Red-Blue Graph,"['dp', 'graphs', 'math', 'matrices', 'meet-in-the-middle']",3400
1266,G,Permutation Concatenation,['string suffix structures'],3300
1266,F,Almost Same Distance,"['dfs and similar', 'graphs']",2900
1266,E,Spaceship Solitaire,"['data structures', 'greedy', 'implementation']",2100
1266,D,Decreasing Debts,"['constructive algorithms', 'data structures', 'graphs', 'greedy', 'implementation', 'math', 'two pointers']",2000
1266,C,Diverse Matrix,"['constructive algorithms', 'greedy', 'math', 'number theory']",1400
1266,B,Dice Tower,"['constructive algorithms', 'math']",1000
1266,A,Competitive Programmer,"['chinese remainder theorem', 'math']",1000
1265,E,Beautiful Mirrors,"['data structures', 'dp', 'math', 'probabilities']",2100
1265,B,Beautiful Numbers,"['data structures', 'implementation', 'math', 'two pointers']",1300
1265,A,Beautiful String,"['constructive algorithms', 'greedy']",1000
1264,F,Beautiful Fibonacci Problem,"['constructive algorithms', 'number theory']",3500
1264,E,Beautiful League,"['constructive algorithms', 'flows', 'graph matchings']",2700
1264,D2,Beautiful Bracket Sequence (hard version),"['combinatorics', 'probabilities']",2900
1264,D1,Beautiful Bracket Sequence (easy version),"['combinatorics', 'dp', 'probabilities']",2600
1264,C,Beautiful Mirrors with queries,"['data structures', 'probabilities']",2400
1264,B,Beautiful Sequence,"['brute force', 'constructive algorithms', 'greedy']",1900
1264,A,Beautiful Regional Contest,"['greedy', 'implementation']",1500
1263,F,Economic Difficulties,"['data structures', 'dfs and similar', 'dp', 'flows', 'graphs', 'trees']",2400
1263,E,Editor,"['data structures', 'implementation']",2100
1263,D,Secret Passwords,"['dfs and similar', 'dsu', 'graphs']",1500
1263,C,Everyone is a Winner!,"['binary search', 'math', 'meet-in-the-middle', 'number theory']",1400
1263,B,PIN Codes,"['greedy', 'implementation']",1400
1263,A,Sweet Problem,['math'],1100
1261,F,Xor-Set,"['bitmasks', 'divide and conquer', 'math']",3100
1260,F,Colored Tree,"['data structures', 'trees']",2700
1260,E,Tournament,"['brute force', 'dp', 'greedy']",2400
1260,D,A Game with Traps,"['binary search', 'dp', 'greedy', 'sortings']",1900
1260,C,Infinite Fence,"['greedy', 'math', 'number theory']",1700
1260,B,Obtain Two Zeroes,"['binary search', 'math']",1300
1260,A,Heating,['math'],1000
1257,G,Divisor Set,"['divide and conquer', 'fft', 'greedy', 'math', 'number theory']",2600
1257,F,Make Them Similar,"['bitmasks', 'brute force', 'hashing', 'meet-in-the-middle']",2400
1257,E,The Contest,"['data structures', 'dp', 'greedy']",2000
1257,D,Yet Another Monster Killing Problem,"['binary search', 'data structures', 'dp', 'greedy', 'sortings', 'two pointers']",1700
1257,C,Dominated Subarray,"['greedy', 'implementation', 'sortings', 'strings', 'two pointers']",1200
1257,B,Magic Stick,['math'],1000
1257,A,Two Rival Students,"['greedy', 'math']",800
1256,F,Equalizing Two Strings,"['constructive algorithms', 'sortings', 'strings']",2000
1256,E,Yet Another Division Into Teams,"['dp', 'greedy', 'sortings']",2000
1256,D,Binary String Minimizing,['greedy'],1500
1256,C,Platforms Jumping,['greedy'],1700
1256,B,Minimize the Permutation,['greedy'],1400
1256,A,Payment Without Change,['math'],1000
1255,C,League of Leesins,"['constructive algorithms', 'implementation']",1600
1255,B,Fridge Lockers,"['graphs', 'implementation']",1100
1255,A,Changing Volume,['math'],800
1254,E,Send Tree to Charlie,"['combinatorics', 'dfs and similar', 'dsu', 'trees']",3300
1254,D,Tree Queries,"['data structures', 'probabilities', 'trees']",2700
1254,C,Point Ordering,"['constructive algorithms', 'geometry', 'interactive', 'math']",2300
1254,B2,Send Boxes to Alice (Hard Version),"['constructive algorithms', 'greedy', 'math', 'number theory', 'ternary search', 'two pointers']",2100
1254,B1,Send Boxes to Alice (Easy Version),"['constructive algorithms', 'greedy', 'math', 'number theory', 'ternary search', 'two pointers']",1800
1254,A,Feeding Chicken,"['constructive algorithms', 'greedy', 'implementation']",1700
1253,F,Cheap Robot,"['binary search', 'dsu', 'graphs', 'shortest paths', 'trees']",2500
1253,E,Antenna Coverage,"['data structures', 'dp', 'greedy', 'sortings']",2200
1253,D,Harmonious Graph,"['constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'sortings']",1700
1253,C,Sweets Eating,"['dp', 'greedy', 'math', 'sortings']",1500
1253,B,Silly Mistake,"['greedy', 'implementation']",1400
1253,A,Single Push,['implementation'],1000
1252,L,Road Construction,"['flows', 'graphs']",2300
1252,K,Addition Robot,"['data structures', 'math', 'matrices']",2100
1252,J,Tiling Terrace,"['brute force', 'dp']",2300
1252,I,Mission Possible,[],3000
1252,H,Twin Buildings,"['greedy', 'implementation']",1800
1252,G,Performance Review,['data structures'],2100
1252,F,Regular Forestation,"['hashing', 'trees']",2400
1252,E,Songwriter,"['greedy', 'two pointers']",2200
1252,D,Find String in a Grid,"['data structures', 'dp', 'strings', 'trees']",3000
1252,C,Even Path,"['data structures', 'implementation']",1600
1252,B,Cleaning Robots,"['dp', 'trees']",2300
1252,A,Copying Homework,[],1000
1251,F,Red-White Fence,"['combinatorics', 'fft']",2500
1251,E2,Voting (Hard Version),"['binary search', 'data structures', 'greedy']",2400
1251,E1,Voting (Easy Version),"['data structures', 'dp', 'greedy']",2300
1251,D,Salary Changing,"['binary search', 'greedy', 'sortings']",1900
1251,C,Minimize The Integer,"['greedy', 'two pointers']",1600
1251,B,Binary Palindromes,"['greedy', 'strings']",1400
1251,A,Broken Keyboard,"['brute force', 'strings', 'two pointers']",1000
1250,N,Wires,"['dfs and similar', 'graphs', 'greedy']",2000
1250,M,SmartGarden,"['constructive algorithms', 'divide and conquer']",2500
1250,L,Divide The Students,"['binary search', 'greedy', 'math']",1500
1250,K,Projectors,"['flows', 'graphs']",3100
1250,J,The Parade,"['binary search', 'greedy']",1800
1250,I,Show Must Go On,"['binary search', 'brute force', 'greedy', 'shortest paths']",3100
1250,H,Happy Birthday,['math'],1500
1250,G,Discarding Game,"['dp', 'greedy', 'two pointers']",2300
1250,F,Data Center,"['brute force', 'implementation']",800
1250,E,The Coronation,"['graphs', 'implementation']",2300
1250,D,Conference Problem,['dp'],3000
1250,C,Trip to Saint Petersburg,['data structures'],2100
1250,B,The Feast and the Bus,"['brute force', 'constructive algorithms', 'greedy', 'math']",1800
1250,A,Berstagram,['implementation'],1400
1249,F,Maximum Weight Subset,"['dp', 'trees']",2200
1249,E,By Elevator or Stairs?,"['dp', 'shortest paths']",1700
1249,D2,Too Many Segments (hard version),"['data structures', 'greedy', 'sortings']",1800
1249,D1,Too Many Segments (easy version),['greedy'],1800
1249,C2,Good Numbers (hard version),"['binary search', 'greedy', 'math', 'meet-in-the-middle']",1500
1249,C1,Good Numbers (easy version),"['brute force', 'greedy', 'implementation']",1300
1249,B2,Books Exchange (hard version),"['dfs and similar', 'dsu', 'math']",1300
1249,B1,Books Exchange (easy version),"['dsu', 'math']",1000
1249,A,Yet Another Dividing into Teams,['math'],800
1248,D1,The World Is Just a Programming Task (Easy Version),"['brute force', 'dp', 'greedy', 'implementation']",2000
1248,B,Grow The Tree,"['greedy', 'math', 'sortings']",900
1248,A,Integer Points,"['geometry', 'math']",1000
1246,F,Cursor Distance,[],3500
1245,F,Daniel and Spring Cleaning,"['bitmasks', 'brute force', 'combinatorics', 'dp']",2300
1245,E,Hyakugoku and Ladders,"['dp', 'probabilities', 'shortest paths']",2300
1245,D,Shichikuji and Power Grid,"['dsu', 'graphs', 'greedy', 'shortest paths', 'trees']",1900
1245,C,Constanze's Machine,['dp'],1400
1245,B,Restricted RPS,"['constructive algorithms', 'dp', 'greedy']",1200
1245,A,Good ol' Numbers Coloring,"['math', 'number theory']",1000
1244,G,Running in Pairs,"['constructive algorithms', 'greedy', 'math']",2400
1244,F,Chips,"['constructive algorithms', 'implementation']",2300
1244,E,Minimizing Difference,"['binary search', 'constructive algorithms', 'greedy', 'sortings', 'ternary search', 'two pointers']",2000
1244,D,Paint the Tree,"['brute force', 'constructive algorithms', 'dp', 'graphs', 'implementation', 'trees']",1800
1244,C,The Football Season,"['brute force', 'math', 'number theory']",2000
1244,B,Rooms and Staircases,"['brute force', 'implementation']",1000
1244,A,Pens and Pencils,['math'],800
1243,B2,Character Swap (Hard Version),['strings'],1600
1243,B1,Character Swap (Easy Version),['strings'],1000
1243,A,Maximum Square,['implementation'],800
1242,E,Planar Perimeter,"['constructive algorithms', 'graphs']",3200
1242,D,Number Discovery,['math'],3400
1242,C,Sum Balance,"['bitmasks', 'dfs and similar', 'dp', 'graphs']",2400
1242,B,0-1 MST,"['dfs and similar', 'dsu', 'graphs', 'sortings']",1900
1242,A,Tile Painting,"['constructive algorithms', 'math', 'number theory']",1500
1240,F,Football,['graphs'],3100
1239,F,"Swiper, no swiping!","['graphs', 'implementation']",3400
1239,E,Turtle,"['dp', 'implementation']",3100
1239,D,Catowice City,"['2-sat', 'dfs and similar', 'graph matchings', 'graphs']",2400
1239,C,Queue in the Train,"['data structures', 'greedy', 'implementation']",2300
1239,B,The World Is Just a Programming Task (Hard Version),['implementation'],2500
1239,A,Ivan the Fool and the Probability Theory,"['combinatorics', 'dp', 'math']",1700
1238,G,Adilbek and the Watering System,"['data structures', 'greedy', 'sortings']",2700
1238,F,The Maximum Subtree,"['dfs and similar', 'dp', 'graphs', 'trees']",2200
1238,E,Keyboard Purchase,"['bitmasks', 'dp']",2200
1238,D,AB-string,"['binary search', 'combinatorics', 'dp', 'strings']",1900
1238,C,Standard Free2play,"['dp', 'greedy', 'math']",1600
1238,B,Kill `Em All,"['greedy', 'sortings']",1300
1238,A,Prime Subtraction,"['math', 'number theory']",900
1237,H,Balanced Reversals,['constructive algorithms'],3300
1237,G,Balanced Distribution,"['data structures', 'dp', 'greedy']",3500
1237,F,Balanced Domino Placements,"['combinatorics', 'dp']",2600
1237,E,Balanced Binary Search Trees,"['dp', 'math']",2400
1237,D,Balanced Playlist,"['binary search', 'data structures', 'implementation']",2000
1237,C2,Balanced Removals (Harder),"['binary search', 'constructive algorithms', 'divide and conquer', 'greedy', 'implementation', 'sortings']",1900
1237,C1,Balanced Removals (Easier),"['constructive algorithms', 'geometry', 'greedy']",1700
1237,B,Balanced Tunnel,"['data structures', 'sortings', 'two pointers']",1300
1237,A,Balanced Rating Changes,"['implementation', 'math']",1000
1236,F,Alice and the Cactus,"['dfs and similar', 'graphs', 'math', 'probabilities']",3000
1236,E,Alice and the Unfair Game,"['binary search', 'data structures', 'dp', 'dsu']",2500
1236,D,Alice and the Doll,"['brute force', 'data structures', 'greedy', 'implementation']",2300
1236,C,Labs,"['constructive algorithms', 'greedy', 'implementation']",1300
1236,B,Alice and the List of Presents,"['combinatorics', 'math']",1500
1236,A,Stones,"['brute force', 'greedy', 'math']",800
1234,F,Yet Another Substring Reverse,"['bitmasks', 'dp']",2200
1234,E,Special Permutations,['math'],2000
1234,D,Distinct Characters Queries,['data structures'],1600
1234,C,Pipes,"['dp', 'implementation']",1500
1234,B2,Social Network (hard version),"['data structures', 'implementation']",1300
1234,B1,Social Network (easy version),['implementation'],1000
1234,A,Equalize Prices Again,['math'],800
1231,E,Middle-Out,"['constructive algorithms', 'greedy', 'strings']",2200
1231,C,Increasing Matrix,['greedy'],1100
1230,B,Ania and Minimizing,"['greedy', 'implementation']",1000
1230,A,Dawid and Bags of Candies,"['brute force', 'implementation']",800
1228,F,One Node is Gone,"['constructive algorithms', 'implementation', 'trees']",2500
1228,E,Another Filling the Grid,"['combinatorics', 'dp', 'math']",2300
1228,D,Complete Tripartite,"['brute force', 'constructive algorithms', 'graphs', 'hashing', 'implementation']",1900
1228,C,Primes and Multiplication,"['math', 'number theory']",1700
1228,B,Filling the Grid,"['implementation', 'math']",1400
1228,A,Distinct Digits,"['brute force', 'implementation']",800
1227,G,Not Same,['constructive algorithms'],2600
1227,F2,Wrong Answer on test 233 (Hard Version),"['combinatorics', 'math']",2400
1227,F1,Wrong Answer on test 233 (Easy Version),['dp'],2200
1227,E,Arson In Berland Forest,"['binary search', 'graphs', 'graphs', 'shortest paths']",2200
1227,D2,Optimal Subsequences (Hard Version),"['data structures', 'greedy']",1800
1227,D1,Optimal Subsequences (Easy Version),"['data structures', 'greedy']",1600
1227,C,Messy,['constructive algorithms'],1700
1227,B,Box,['constructive algorithms'],1200
1227,A,Math Problem,['math'],1100
1225,G,To Make 1,"['bitmasks', 'constructive algorithms', 'dp', 'greedy', 'number theory']",3100
1225,F,Tree Factory,"['constructive algorithms', 'greedy', 'trees']",2500
1225,E,Rock Is Push,"['binary search', 'dp']",2200
1225,D,Power Products,"['hashing', 'math', 'number theory']",1800
1225,C,p-binary,"['bitmasks', 'brute force', 'math']",1600
1225,B2,TV Subscriptions (Hard Version),"['implementation', 'two pointers']",1300
1225,B1,TV Subscriptions (Easy Version),['implementation'],1000
1225,A,Forgetting Things,['math'],900
1223,G,Wooden Raft,"['binary search', 'math', 'number theory']",3200
1223,F,Stack Exterminable Arrays,"['data structures', 'divide and conquer', 'dp', 'hashing']",2600
1223,E,Paint the Tree,"['dp', 'sortings', 'trees']",2100
1223,D,Sequence Sorting,"['dp', 'greedy', 'two pointers']",2000
1223,C,Save the Nature,"['binary search', 'greedy']",1600
1223,B,Strings Equalization,['strings'],1000
1223,A,CME,['math'],800
1221,G,Graph And Numbers,"['bitmasks', 'brute force', 'combinatorics', 'dp', 'meet-in-the-middle']",2900
1221,F,Choose a Square,"['binary search', 'data structures', 'sortings']",2400
1221,E,Game With String,['games'],2500
1221,D,Make The Fence Great Again,['dp'],1800
1221,C,Perfect Team,"['binary search', 'math']",1200
1221,B,Knights,"['constructive algorithms', 'greedy']",1100
1221,A,2048 Game,"['brute force', 'greedy', 'math']",1000
1220,G,Geolocation,['geometry'],3400
1220,F,Gardener Alex,"['binary search', 'data structures']",2700
1220,E,Tourism,"['dfs and similar', 'dp', 'dsu', 'graphs', 'greedy', 'trees']",2200
1220,D,Alex and Julian,"['bitmasks', 'math', 'number theory']",1900
1220,C,Substring Game in the Lesson,"['games', 'greedy', 'strings']",1300
1220,B,Multiplication Table,"['math', 'number theory']",1300
1220,A,Cards,"['implementation', 'sortings', 'strings']",800
1219,G,Harvester,['implementation'],2000
1219,C,Periodic integer number,"['implementation', 'strings']",1700
1218,I,The Light Square,"['2-sat', 'dfs and similar', 'greedy']",2100
1218,H,Function Composition,['dfs and similar'],2900
1218,G,Alpha planetary system,"['constructive algorithms', 'graphs', 'shortest paths']",3000
